	x
2779	ENSG00000167107_ENSG00000136457
2780	ENSG00000131061_ENSG00000230753
2781	ENSG00000116690_ENSG00000202025
2782	ENSG00000116690_ENSG00000047410
2783	ENSG00000204920_ENSG00000266921
2784	ENSG00000125375_ENSG00000100490
2785	ENSG00000258447_ENSG00000100490
2786	ENSG00000258857_ENSG00000100490
2787	ENSG00000262668_ENSG00000010539
2788	ENSG00000259543_ENSG00000259610
2789	ENSG00000259543_ENSG00000259692
2790	ENSG00000234084_ENSG00000135541
2791	ENSG00000253859_ENSG00000147588
2792	ENSG00000253859_ENSG00000205186
2793	ENSG00000253859_ENSG00000170323
2794	ENSG00000253859_ENSG00000237264
2795	ENSG00000167615_ENSG00000182909
2796	ENSG00000231563_ENSG00000162931
2797	ENSG00000234117_ENSG00000173626
2798	ENSG00000178033_ENSG00000173626
2799	ENSG00000164451_ENSG00000173626
2800	ENSG00000158828_ENSG00000257033
2801	ENSG00000150760_ENSG00000188916
2802	ENSG00000141556_ENSG00000264383
2803	ENSG00000141556_ENSG00000265461
2804	ENSG00000141556_ENSG00000263098
2805	ENSG00000141556_ENSG00000141579
2806	ENSG00000141556_ENSG00000175711
2807	ENSG00000140263_ENSG00000259418
2808	ENSG00000245322_ENSG00000164032
2809	ENSG00000245322_ENSG00000250403
2810	ENSG00000245322_ENSG00000248820
2811	ENSG00000245322_ENSG00000222196
2812	ENSG00000245322_ENSG00000145358
2813	ENSG00000235954_ENSG00000100154
2814	ENSG00000199797_ENSG00000100154
2815	ENSG00000224113_ENSG00000092871
2816	ENSG00000243423_ENSG00000092871
2817	ENSG00000197653_ENSG00000119242
2818	ENSG00000197653_ENSG00000250091
2819	ENSG00000265845_ENSG00000109118
2820	ENSG00000143228_ENSG00000232995
2821	ENSG00000265678_ENSG00000176155
2822	ENSG00000160953_ENSG00000267755
2823	ENSG00000172349_ENSG00000172345
2824	ENSG00000237037_ENSG00000184983
2825	ENSG00000237037_ENSG00000213790
2826	ENSG00000237037_ENSG00000100197
2827	ENSG00000237037_ENSG00000232710
2828	ENSG00000028116_ENSG00000251738
2829	ENSG00000111452_ENSG00000256151
2830	ENSG00000111452_ENSG00000256810
2831	ENSG00000162849_ENSG00000232192
2832	ENSG00000266975_ENSG00000179115
2833	ENSG00000100395_ENSG00000235513
2834	ENSG00000250930_ENSG00000072201
2835	ENSG00000173966_ENSG00000072201
2836	ENSG00000248494_ENSG00000072201
2837	ENSG00000249341_ENSG00000072201
2838	ENSG00000103479_ENSG00000262557
2839	ENSG00000170776_ENSG00000259375
2840	ENSG00000266208_ENSG00000183153
2841	ENSG00000151067_ENSG00000246627
2842	ENSG00000014641_ENSG00000143951
2843	ENSG00000234488_ENSG00000143951
2844	ENSG00000228872_ENSG00000143951
2845	ENSG00000114054_ENSG00000118007
2846	ENSG00000147536_ENSG00000253174
2847	ENSG00000267283_ENSG00000133243
2848	ENSG00000248445_ENSG00000092421
2849	ENSG00000261750_ENSG00000102984
2850	ENSG00000261750_ENSG00000261765
2851	ENSG00000259066_ENSG00000170270
2852	ENSG00000130813_ENSG00000267387
2853	ENSG00000137857_ENSG00000140254
2854	ENSG00000176422_ENSG00000135423
2855	ENSG00000214353_ENSG00000103043
2856	ENSG00000152455_ENSG00000152457
2857	ENSG00000231128_ENSG00000081019
2858	ENSG00000231128_ENSG00000134242
2859	ENSG00000181915_ENSG00000238280
2860	ENSG00000258057_ENSG00000167566
2861	ENSG00000258057_ENSG00000186666
2862	ENSG00000160886_ENSG00000253741
2863	ENSG00000251148_ENSG00000159733
2864	ENSG00000251148_ENSG00000239247
2865	ENSG00000151576_ENSG00000163617
2866	ENSG00000007516_ENSG00000007520
2867	ENSG00000249955_ENSG00000198948
2868	ENSG00000262115_ENSG00000141577
2869	ENSG00000227048_ENSG00000159173
2870	ENSG00000175061_ENSG00000181350
2871	ENSG00000227492_ENSG00000095485
2872	ENSG00000168734_ENSG00000196839
2873	ENSG00000120437_ENSG00000120438
2874	ENSG00000249996_ENSG00000168938
2875	ENSG00000257225_ENSG00000139174
2876	ENSG00000255737_ENSG00000135439
2877	ENSG00000163319_ENSG00000163322
2878	ENSG00000260279_ENSG00000167522
2879	ENSG00000261253_ENSG00000167522
2880	ENSG00000252887_ENSG00000167522
2881	ENSG00000170633_ENSG00000089094
2882	ENSG00000078687_ENSG00000267463
2883	ENSG00000078687_ENSG00000204282
2884	ENSG00000128951_ENSG00000259488
2885	ENSG00000135835_ENSG00000243155
2886	ENSG00000135835_ENSG00000232586
2887	ENSG00000154783_ENSG00000225733
2888	ENSG00000233110_ENSG00000154556
2889	ENSG00000266846_ENSG00000154655
2890	ENSG00000259652_ENSG00000140391
2891	ENSG00000241107_ENSG00000176236
2892	ENSG00000241107_ENSG00000152465
2893	ENSG00000244041_ENSG00000224846
2894	ENSG00000124588_ENSG00000224846
2895	ENSG00000137819_ENSG00000259426
2896	ENSG00000137807_ENSG00000259426
2897	ENSG00000207395_ENSG00000259426
2898	ENSG00000144130_ENSG00000169607
2899	ENSG00000116039_ENSG00000258881
2900	ENSG00000144031_ENSG00000258881
2901	ENSG00000228384_ENSG00000258881
2902	ENSG00000241159_ENSG00000258881
2903	ENSG00000088038_ENSG00000105617
2904	ENSG00000080345_ENSG00000183091
2905	ENSG00000152464_ENSG00000152465
2906	ENSG00000249967_ENSG00000171160
2907	ENSG00000109787_ENSG00000231160
2908	ENSG00000148671_ENSG00000233165
2909	ENSG00000151303_ENSG00000233165
2910	ENSG00000148835_ENSG00000173915
2911	ENSG00000141376_ENSG00000267207
2912	ENSG00000227694_ENSG00000267207
2913	ENSG00000267291_ENSG00000104814
2914	ENSG00000067646_ENSG00000233070
2915	ENSG00000017260_ENSG00000034533
2916	ENSG00000114670_ENSG00000034533
2917	ENSG00000242290_ENSG00000181722
2918	ENSG00000080200_ENSG00000170854
2919	ENSG00000113296_ENSG00000249825
2920	ENSG00000258447_ENSG00000259071
2921	ENSG00000235897_ENSG00000145107
2922	ENSG00000164022_ENSG00000145348
2923	ENSG00000183273_ENSG00000248636
2924	ENSG00000224982_ENSG00000248636
2925	ENSG00000222647_ENSG00000248636
2926	ENSG00000111725_ENSG00000248636
2927	ENSG00000259986_ENSG00000166503
2928	ENSG00000170743_ENSG00000251364
2929	ENSG00000253334_ENSG00000104497
2930	ENSG00000164168_ENSG00000164169
2931	ENSG00000112304_ENSG00000112308
2932	ENSG00000158526_ENSG00000102302
2933	ENSG00000198945_ENSG00000227678
2934	ENSG00000213190_ENSG00000197622
2935	ENSG00000182463_ENSG00000223492
2936	ENSG00000182463_ENSG00000227705
2937	ENSG00000182463_ENSG00000231703
2938	ENSG00000178297_ENSG00000099800
2939	ENSG00000169612_ENSG00000169609
2940	ENSG00000066027_ENSG00000234915
2941	ENSG00000230063_ENSG00000234915
2942	ENSG00000072415_ENSG00000100554
2943	ENSG00000236824_ENSG00000234690
2944	ENSG00000263909_ENSG00000115353
2945	ENSG00000181481_ENSG00000266340
2946	ENSG00000087470_ENSG00000257643
2947	ENSG00000087470_ENSG00000201563
2948	ENSG00000087470_ENSG00000257511
2949	ENSG00000087470_ENSG00000139131
2950	ENSG00000225146_ENSG00000146540
2951	ENSG00000164849_ENSG00000146540
2952	ENSG00000224079_ENSG00000146540
2953	ENSG00000164850_ENSG00000146540
2954	ENSG00000226291_ENSG00000146540
2955	ENSG00000133740_ENSG00000254208
2956	ENSG00000133740_ENSG00000176731
2957	ENSG00000152689_ENSG00000237133
2958	ENSG00000010438_ENSG00000235481
2959	ENSG00000223394_ENSG00000235481
2960	ENSG00000125375_ENSG00000087299
2961	ENSG00000125375_ENSG00000259071
2962	ENSG00000215972_ENSG00000089876
2963	ENSG00000237101_ENSG00000143748
2964	ENSG00000148120_ENSG00000224764
2965	ENSG00000243566_ENSG00000185040
2966	ENSG00000243566_ENSG00000146707
2967	ENSG00000243566_ENSG00000214243
2968	ENSG00000243566_ENSG00000221249
2969	ENSG00000243566_ENSG00000231087
2970	ENSG00000243566_ENSG00000225703
2971	ENSG00000138592_ENSG00000259618
2972	ENSG00000158055_ENSG00000232298
2973	ENSG00000158055_ENSG00000001460
2974	ENSG00000265749_ENSG00000184619
2975	ENSG00000265749_ENSG00000263809
2976	ENSG00000265749_ENSG00000161970
2977	ENSG00000099284_ENSG00000042286
2978	ENSG00000138685_ENSG00000170917
2979	ENSG00000198431_ENSG00000257732
2980	ENSG00000213442_ENSG00000257732
2981	ENSG00000136854_ENSG00000248666
2982	ENSG00000122140_ENSG00000160345
2983	ENSG00000159335_ENSG00000089693
2984	ENSG00000265393_ENSG00000160957
2985	ENSG00000267709_ENSG00000171124
2986	ENSG00000263657_ENSG00000141298
2987	ENSG00000263657_ENSG00000265713
2988	ENSG00000204519_ENSG00000228006
2989	ENSG00000247324_ENSG00000157429
2990	ENSG00000140835_ENSG00000157429
2991	ENSG00000262588_ENSG00000157429
2992	ENSG00000260520_ENSG00000157429
2993	ENSG00000162390_ENSG00000162391
2994	ENSG00000240289_ENSG00000162391
2995	ENSG00000239494_ENSG00000000457
2996	ENSG00000170222_ENSG00000187824
2997	ENSG00000263400_ENSG00000187824
2998	ENSG00000263523_ENSG00000187824
2999	ENSG00000198807_ENSG00000258661
3000	ENSG00000171408_ENSG00000237596
3001	ENSG00000118971_ENSG00000256164
3002	ENSG00000164808_ENSG00000253330
3003	ENSG00000164808_ENSG00000251354
3004	ENSG00000164808_ENSG00000254065
3005	ENSG00000005844_ENSG00000261346
3006	ENSG00000105325_ENSG00000161091
3007	ENSG00000267231_ENSG00000161091
3008	ENSG00000064961_ENSG00000161091
3009	ENSG00000229299_ENSG00000130584
3010	ENSG00000148335_ENSG00000179058
3011	ENSG00000197077_ENSG00000203280
3012	ENSG00000134121_ENSG00000234661
3013	ENSG00000224251_ENSG00000151632
3014	ENSG00000159899_ENSG00000137098
3015	ENSG00000197536_ENSG00000234290
3016	ENSG00000119729_ENSG00000250116
3017	ENSG00000249364_ENSG00000250978
3018	ENSG00000249364_ENSG00000222939
3019	ENSG00000249364_ENSG00000249736
3020	ENSG00000249364_ENSG00000250669
3021	ENSG00000249364_ENSG00000249721
3022	ENSG00000249364_ENSG00000250421
3023	ENSG00000249364_ENSG00000249894
3024	ENSG00000170906_ENSG00000105619
3025	ENSG00000092841_ENSG00000258199
3026	ENSG00000092841_ENSG00000139613
3027	ENSG00000229647_ENSG00000223725
3028	ENSG00000118260_ENSG00000223725
3029	ENSG00000225064_ENSG00000223725
3030	ENSG00000227039_ENSG00000160255
3031	ENSG00000147789_ENSG00000170619
3032	ENSG00000265399_ENSG00000101605
3033	ENSG00000256824_ENSG00000133315
3034	ENSG00000067715_ENSG00000257894
3035	ENSG00000238890_ENSG00000257894
3036	ENSG00000221788_ENSG00000257894
3037	ENSG00000259594_ENSG00000259610
3038	ENSG00000259594_ENSG00000259692
3039	ENSG00000261632_ENSG00000066933
3040	ENSG00000149582_ENSG00000118096
3041	ENSG00000213889_ENSG00000125744
3042	ENSG00000064601_ENSG00000124257
3043	ENSG00000064601_ENSG00000100979
3044	ENSG00000237798_ENSG00000115935
3045	ENSG00000074621_ENSG00000174485
3046	ENSG00000163806_ENSG00000171103
3047	ENSG00000234546_ENSG00000228526
3048	ENSG00000223390_ENSG00000117862
3049	ENSG00000223390_ENSG00000198841
3050	ENSG00000223358_ENSG00000113790
3051	ENSG00000188229_ENSG00000188163
3052	ENSG00000146122_ENSG00000124615
3053	ENSG00000244383_ENSG00000168309
3054	ENSG00000244383_ENSG00000198643
3055	ENSG00000113141_ENSG00000131495
3056	ENSG00000131115_ENSG00000159917
3057	ENSG00000159915_ENSG00000159917
3058	ENSG00000267590_ENSG00000159917
3059	ENSG00000200294_ENSG00000138303
3060	ENSG00000226701_ENSG00000138303
3061	ENSG00000166295_ENSG00000138303
3062	ENSG00000172322_ENSG00000231560
3063	ENSG00000205485_ENSG00000146707
3064	ENSG00000170100_ENSG00000260659
3065	ENSG00000205014_ENSG00000260659
3066	ENSG00000204323_ENSG00000108469
3067	ENSG00000259120_ENSG00000108469
3068	ENSG00000161526_ENSG00000108469
3069	ENSG00000179476_ENSG00000258949
3070	ENSG00000171962_ENSG00000171953
3071	ENSG00000171962_ENSG00000230273
3072	ENSG00000171962_ENSG00000201378
3073	ENSG00000159231_ENSG00000236830
3074	ENSG00000171608_ENSG00000179840
3075	ENSG00000171608_ENSG00000233268
3076	ENSG00000171608_ENSG00000231789
3077	ENSG00000171608_ENSG00000171603
3078	ENSG00000108474_ENSG00000166582
3079	ENSG00000225436_ENSG00000166582
3080	ENSG00000225083_ENSG00000139835
3081	ENSG00000261532_ENSG00000184207
3082	ENSG00000234203_ENSG00000108509
3083	ENSG00000137860_ENSG00000259520
3084	ENSG00000178234_ENSG00000229591
3085	ENSG00000163462_ENSG00000163463
3086	ENSG00000173349_ENSG00000136709
3087	ENSG00000147689_ENSG00000204949
3088	ENSG00000148180_ENSG00000239593
3089	ENSG00000162706_ENSG00000225670
3090	ENSG00000230561_ENSG00000251032
3091	ENSG00000230561_ENSG00000250603
3092	ENSG00000230561_ENSG00000245937
3093	ENSG00000257596_ENSG00000094916
3094	ENSG00000163357_ENSG00000232093
3095	ENSG00000196405_ENSG00000258560
3096	ENSG00000128709_ENSG00000237380
3097	ENSG00000175879_ENSG00000237380
3098	ENSG00000228035_ENSG00000134259
3099	ENSG00000069943_ENSG00000069974
3100	ENSG00000069943_ENSG00000225973
3101	ENSG00000069943_ENSG00000260916
3102	ENSG00000069943_ENSG00000261771
3103	ENSG00000100644_ENSG00000258777
3104	ENSG00000164620_ENSG00000120318
3105	ENSG00000164620_ENSG00000197948
3106	ENSG00000228439_ENSG00000123552
3107	ENSG00000199237_ENSG00000135436
3108	ENSG00000258284_ENSG00000135436
3109	ENSG00000257243_ENSG00000135436
3110	ENSG00000078304_ENSG00000259088
3111	ENSG00000207208_ENSG00000259088
3112	ENSG00000267128_ENSG00000141576
3113	ENSG00000259240_ENSG00000137869
3114	ENSG00000266593_ENSG00000137869
3115	ENSG00000259306_ENSG00000137869
3116	ENSG00000116032_ENSG00000266990
3117	ENSG00000116032_ENSG00000182087
3118	ENSG00000228606_ENSG00000132716
3119	ENSG00000228606_ENSG00000258465
3120	ENSG00000261723_ENSG00000083093
3121	ENSG00000135406_ENSG00000258334
3122	ENSG00000135451_ENSG00000258334
3123	ENSG00000260466_ENSG00000103257
3124	ENSG00000047578_ENSG00000261329
3125	ENSG00000138193_ENSG00000173145
3126	ENSG00000105607_ENSG00000161860
3127	ENSG00000088256_ENSG00000267139
3128	ENSG00000176124_ENSG00000231607
3129	ENSG00000176124_ENSG00000223676
3130	ENSG00000176124_ENSG00000221198
3131	ENSG00000176124_ENSG00000229323
3132	ENSG00000205885_ENSG00000139178
3133	ENSG00000100941_ENSG00000259083
3134	ENSG00000166828_ENSG00000260741
3135	ENSG00000126351_ENSG00000008838
3136	ENSG00000126351_ENSG00000126368
3137	ENSG00000254473_ENSG00000135018
3138	ENSG00000249167_ENSG00000092421
3139	ENSG00000239528_ENSG00000092421
3140	ENSG00000198523_ENSG00000111860
3141	ENSG00000169075_ENSG00000111860
3142	ENSG00000217330_ENSG00000111860
3143	ENSG00000071051_ENSG00000235522
3144	ENSG00000115459_ENSG00000252478
3145	ENSG00000251247_ENSG00000197863
3146	ENSG00000267254_ENSG00000197863
3147	ENSG00000092203_ENSG00000129472
3148	ENSG00000092203_ENSG00000165819
3149	ENSG00000163630_ENSG00000241359
3150	ENSG00000157992_ENSG00000138002
3151	ENSG00000187522_ENSG00000235177
3152	ENSG00000115419_ENSG00000235852
3153	ENSG00000115419_ENSG00000115415
3154	ENSG00000143179_ENSG00000236364
3155	ENSG00000237080_ENSG00000204371
3156	ENSG00000264677_ENSG00000155229
3157	ENSG00000187583_ENSG00000187642
3158	ENSG00000064042_ENSG00000249216
3159	ENSG00000204622_ENSG00000204623
3160	ENSG00000232757_ENSG00000204623
3161	ENSG00000066379_ENSG00000204623
3162	ENSG00000212411_ENSG00000197321
3163	ENSG00000225976_ENSG00000197321
3164	ENSG00000222092_ENSG00000197321
3165	ENSG00000049860_ENSG00000164347
3166	ENSG00000164346_ENSG00000164347
3167	ENSG00000013392_ENSG00000013375
3168	ENSG00000139908_ENSG00000100926
3169	ENSG00000139908_ENSG00000254692
3170	ENSG00000139193_ENSG00000215039
3171	ENSG00000227220_ENSG00000118523
3172	ENSG00000258875_ENSG00000119714
3173	ENSG00000261553_ENSG00000261105
3174	ENSG00000118939_ENSG00000261105
3175	ENSG00000136153_ENSG00000261105
3176	ENSG00000189337_ENSG00000235829
3177	ENSG00000189337_ENSG00000175147
3178	ENSG00000228221_ENSG00000252028
3179	ENSG00000228221_ENSG00000236385
3180	ENSG00000228221_ENSG00000200288
3181	ENSG00000153086_ENSG00000224043
3182	ENSG00000006194_ENSG00000140993
3183	ENSG00000225905_ENSG00000235098
3184	ENSG00000230479_ENSG00000159261
3185	ENSG00000233818_ENSG00000159261
3186	ENSG00000155975_ENSG00000003987
3187	ENSG00000186187_ENSG00000247033
3188	ENSG00000158417_ENSG00000115514
3189	ENSG00000253773_ENSG00000253351
3190	ENSG00000253773_ENSG00000156172
3191	ENSG00000253773_ENSG00000223297
3192	ENSG00000079805_ENSG00000099203
3193	ENSG00000183283_ENSG00000170545
3194	ENSG00000133597_ENSG00000146966
3195	ENSG00000221732_ENSG00000146966
3196	ENSG00000201354_ENSG00000146966
3197	ENSG00000240173_ENSG00000146966
3198	ENSG00000177479_ENSG00000223343
3199	ENSG00000178467_ENSG00000223343
3200	ENSG00000226321_ENSG00000233392
3201	ENSG00000226321_ENSG00000223991
3202	ENSG00000245904_ENSG00000133639
3203	ENSG00000245904_ENSG00000199895
3204	ENSG00000068383_ENSG00000234531
3205	ENSG00000240922_ENSG00000185565
3206	ENSG00000243359_ENSG00000185565
3207	ENSG00000241397_ENSG00000185565
3208	ENSG00000243197_ENSG00000185565
3209	ENSG00000242385_ENSG00000185565
3210	ENSG00000243014_ENSG00000185565
3211	ENSG00000206889_ENSG00000185565
3212	ENSG00000242816_ENSG00000185565
3213	ENSG00000235616_ENSG00000231689
3214	ENSG00000213115_ENSG00000231689
3215	ENSG00000153064_ENSG00000251309
3216	ENSG00000178127_ENSG00000263847
3217	ENSG00000265257_ENSG00000263847
3218	ENSG00000267710_ENSG00000131848
3219	ENSG00000104946_ENSG00000204673
3220	ENSG00000197208_ENSG00000233006
3221	ENSG00000240430_ENSG00000168781
3222	ENSG00000237289_ENSG00000168781
3223	ENSG00000222398_ENSG00000168781
3224	ENSG00000238535_ENSG00000168781
3225	ENSG00000156787_ENSG00000136986
3226	ENSG00000253715_ENSG00000167656
3227	ENSG00000179583_ENSG00000262151
3228	ENSG00000263753_ENSG00000264575
3229	ENSG00000164134_ENSG00000109390
3230	ENSG00000267270_ENSG00000178184
3231	ENSG00000196199_ENSG00000257110
3232	ENSG00000248429_ENSG00000164125
3233	ENSG00000248429_ENSG00000250604
3234	ENSG00000108474_ENSG00000141027
3235	ENSG00000196296_ENSG00000260442
3236	ENSG00000196296_ENSG00000252461
3237	ENSG00000196296_ENSG00000177548
3238	ENSG00000188686_ENSG00000170727
3239	ENSG00000258752_ENSG00000053254
3240	ENSG00000243478_ENSG00000230408
3241	ENSG00000082153_ENSG00000230408
3242	ENSG00000141219_ENSG00000133193
3243	ENSG00000136040_ENSG00000258035
3244	ENSG00000136040_ENSG00000258172
3245	ENSG00000136040_ENSG00000258365
3246	ENSG00000232767_ENSG00000165868
3247	ENSG00000224870_ENSG00000242485
3248	ENSG00000266466_ENSG00000212719
3249	ENSG00000109787_ENSG00000196355
3250	ENSG00000164879_ENSG00000253549
3251	ENSG00000104267_ENSG00000253549
3252	ENSG00000103152_ENSG00000103148
3253	ENSG00000188906_ENSG00000225342
3254	ENSG00000142185_ENSG00000230061
3255	ENSG00000230817_ENSG00000236268
3256	ENSG00000132478_ENSG00000178932
3257	ENSG00000267314_ENSG00000267571
3258	ENSG00000105519_ENSG00000267571
3259	ENSG00000230850_ENSG00000225278
3260	ENSG00000229420_ENSG00000225278
3261	ENSG00000234654_ENSG00000225278
3262	ENSG00000185483_ENSG00000223949
3263	ENSG00000164935_ENSG00000254191
3264	ENSG00000183840_ENSG00000232349
3265	ENSG00000166321_ENSG00000221164
3266	ENSG00000166321_ENSG00000122882
3267	ENSG00000140829_ENSG00000118557
3268	ENSG00000129250_ENSG00000227495
3269	ENSG00000134077_ENSG00000196220
3270	ENSG00000134077_ENSG00000254485
3271	ENSG00000258735_ENSG00000258534
3272	ENSG00000258914_ENSG00000258534
3273	ENSG00000239300_ENSG00000151694
3274	ENSG00000229481_ENSG00000225868
3275	ENSG00000267640_ENSG00000225868
3276	ENSG00000163472_ENSG00000198715
3277	ENSG00000233745_ENSG00000165655
3278	ENSG00000085117_ENSG00000254693
3279	ENSG00000188368_ENSG00000079462
3280	ENSG00000254246_ENSG00000135077
3281	ENSG00000231104_ENSG00000107560
3282	ENSG00000119707_ENSG00000258813
3283	ENSG00000150455_ENSG00000254905
3284	ENSG00000048342_ENSG00000249930
3285	ENSG00000230319_ENSG00000100271
3286	ENSG00000171970_ENSG00000253392
3287	ENSG00000128266_ENSG00000100218
3288	ENSG00000221069_ENSG00000100218
3289	ENSG00000258096_ENSG00000134294
3290	ENSG00000108100_ENSG00000200097
3291	ENSG00000143624_ENSG00000233222
3292	ENSG00000142453_ENSG00000130733
3293	ENSG00000224644_ENSG00000106853
3294	ENSG00000196935_ENSG00000255886
3295	ENSG00000255326_ENSG00000171533
3296	ENSG00000110080_ENSG00000149571
3297	ENSG00000257271_ENSG00000149571
3298	ENSG00000254607_ENSG00000149571
3299	ENSG00000254960_ENSG00000149571
3300	ENSG00000255317_ENSG00000149571
3301	ENSG00000218109_ENSG00000149571
3302	ENSG00000256527_ENSG00000149571
3303	ENSG00000182093_ENSG00000157578
3304	ENSG00000252363_ENSG00000133026
3305	ENSG00000244604_ENSG00000133026
3306	ENSG00000151014_ENSG00000264953
3307	ENSG00000151014_ENSG00000109381
3308	ENSG00000230928_ENSG00000138131
3309	ENSG00000267128_ENSG00000129654
3310	ENSG00000253687_ENSG00000118322
3311	ENSG00000264520_ENSG00000196295
3312	ENSG00000231185_ENSG00000113578
3313	ENSG00000170485_ENSG00000230140
3314	ENSG00000128815_ENSG00000241577
3315	ENSG00000231419_ENSG00000106018
3316	ENSG00000227210_ENSG00000132031
3317	ENSG00000081177_ENSG00000258957
3318	ENSG00000262880_ENSG00000262624
3319	ENSG00000181284_ENSG00000262624
3320	ENSG00000250062_ENSG00000109339
3321	ENSG00000129048_ENSG00000240303
3322	ENSG00000081307_ENSG00000240303
3323	ENSG00000251614_ENSG00000240303
3324	ENSG00000240430_ENSG00000242866
3325	ENSG00000237289_ENSG00000242866
3326	ENSG00000222398_ENSG00000242866
3327	ENSG00000238535_ENSG00000242866
3328	ENSG00000224677_ENSG00000242866
3329	ENSG00000223572_ENSG00000242866
