sasid	chr	start	end	gene_name	transcript_biotype	exon_overlap_type	exon_overlaping_length	cpg_count	cpg_names
ENSG00000228486_ENSG00000115073	2	98280677	98319519	AC017099.3_ACTR1B	protein_coding&snRNA	divergent	108	1	CpG: 82
ENSG00000250742_ENSG00000250432	12	54519879	54526627	RP11-834C11.4_RP11-834C11.5	protein_coding&snRNA	divergent	202	1	CpG: 50
ENSG00000250513_ENSG00000249082	5	134369069	134551255	CTC-349C3.1_CTC-276P9.1	antisense&lincRNA	INTRONIC	1211	4	CpG: 186;CpG: 45;CpG: 175;CpG: 43
ENSG00000131471_ENSG00000126581	17	41003198	41010147	AOC3_BECN1	protein_coding&snRNA	divergent	17832	1	CpG: 72
ENSG00000266302_ENSG00000226478	17	16593572	16707767	RP11-219A15.1_UPF3AP1	nonsense_mediated_decay&processed_pseudogene	INTRONIC	1127	1	CpG: 91
ENSG00000250513_ENSG00000069011	5	134362612	134551255	CTC-349C3.1_PITX1	antisense&protein_coding	INTRONIC	1433	6	CpG: 174;CpG: 175;CpG: 186;CpG: 43;CpG: 45;CpG: 51
ENSG00000250513_ENSG00000248482	5	134369069	134551255	CTC-349C3.1_CTC-276P9.3	antisense&lincRNA	INTRONIC	6871	4	CpG: 186;CpG: 45;CpG: 175;CpG: 43
ENSG00000089101_ENSG00000241054	20	20033155	20341346	C20orf26_RP5-1002M8.4	protein_coding&antisense	INTRONIC	1285	1	CpG: 63
ENSG00000241013_ENSG00000227193	1	120906040	120906423	HIST2H2BB_RP11-439A17.4	protein_coding&snRNA	divergent	882	1	CpG: 40
ENSG00000248489_ENSG00000153922	5	98264872	98330717	CTD-2007H13.3_CHD1	protein_coding&snRNA	divergent	2633	1	CpG: 177
ENSG00000065559_ENSG00000252707	17	11924138	12047147	MAP2K4_U11	protein_coding&snRNA	INTRONIC	143	1	CpG: 101
ENSG00000258076_ENSG00000257990	14	19413703	19495426	RP11-536C10.14_RP11-536C10.8	processed_pseudogene&processed_transcript	INTRONIC	514	1	CpG: 37
ENSG00000266019_ENSG00000166448	7	98479270	98479352	MIR3609_TMEM130	protein_coding&snRNA	divergent	10877	1	CpG: 125
ENSG00000265386_ENSG00000167962	16	2063179	2063475	Metazoa_SRP_ZNF598	protein_coding&snRNA	divergent	3356	1	CpG: 84
ENSG00000207331_ENSG00000057019	3	98627300	98627408	U6_DCBLD2	protein_coding&snRNA	divergent	6768	1	CpG: 89
ENSG00000254949_ENSG00000258529	11	111657007	111750149	GNG5P3_RP11-108O10.8	processed_pseudogene&nonsense_mediated_decay	INTRONIC	208	2	CpG: 33;CpG: 47
ENSG00000132549_ENSG00000253912	8	100025491	100889808	VPS13B_RP11-402L5.2	protein_coding&processed_pseudogene	INTRONIC	184	1	CpG: 63
ENSG00000181585_ENSG00000178038	3	46742820	46752376	TMIE_ALS2CL	protein_coding&snRNA	divergent	7627	2	CpG: 38;CpG: 91
ENSG00000200537_ENSG00000160584	11	116714115	116969153	RNY4P6_SIK3	misc_RNA&protein_coding	INTRONIC	97	1	CpG: 68
ENSG00000239462_ENSG00000057019	3	98621265	98737406	CTD-2021J15.1_DCBLD2	protein_coding&snRNA	divergent	733	1	CpG: 89
ENSG00000196642_ENSG00000228544	9	139698376	139735639	RABL6_KIAA1984-AS1	protein_coding&antisense	INTRONIC	928	5	CpG: 19;CpG: 21;CpG: 20;CpG: 121;CpG: 96
ENSG00000238210_ENSG00000186376	X	134382864	134478012	RP13-210D15.4_ZNF75D	lincRNA&protein_coding	INTRONIC	1009	2	CpG: 16;CpG: 28
ENSG00000243910_ENSG00000163521	2	220117962	220136910	TUBA4B_GLB1L	protein_coding&snRNA	divergent	7763	2	CpG: 40;CpG: 107
ENSG00000147649_ENSG00000213750	8	98656404	98740998	MTDH_KB-1683C8.1	protein_coding&snRNA	divergent	19098	1	CpG: 119
ENSG00000230947_ENSG00000178026	22	24994018	24995365	AP000356.2_FAM211B	protein_coding&snRNA	divergent	4844	1	CpG: 77
ENSG00000258076_ENSG00000257731	14	19421523	19422980	RP11-536C10.14_RP11-536C10.11	processed_pseudogene&processed_pseudogene	SINGLE_EXON_EXON	232	1	CpG: 37
ENSG00000144118_ENSG00000226479	2	120997637	121052285	RALB_TMEM185B	protein_coding&snRNA	divergent	16654	1	CpG: 119
ENSG00000233339_ENSG00000115652	2	106709756	106810795	AC018878.3_UXS1	antisense&protein_coding	INTRONIC	4257	1	CpG: 120
ENSG00000200058_ENSG00000118515	6	134490381	134639250	RNA5SP218_SGK1	rRNA&protein_coding	INTRONIC	110	3	CpG: 118;CpG: 25;CpG: 21
ENSG00000182149_ENSG00000261337	16	71919133	71962913	IST1_RP11-498D10.5	protein_coding&antisense	INTRONIC	6825	1	CpG: 100
ENSG00000133103_ENSG00000200526	13	40229761	40365802	COG6_RNY4P14	protein_coding&misc_RNA	INTRONIC	97	1	CpG: 50
ENSG00000128487_ENSG00000212186	17	19912673	20222339	SPECC1_U6	protein_coding&snRNA	INTRONIC	102	2	CpG: 102;CpG: 117
ENSG00000101966_ENSG00000237331	X	122993571	123047829	XIAP_XIAP-AS1	protein_coding&antisense	INTRONIC	1308	1	CpG: 70
ENSG00000132600_ENSG00000103061	16	68344874	68392456	PRMT7_SLC7A6OS	protein_coding&snRNA	divergent	27	1	CpG: 90
ENSG00000219410_ENSG00000111653	12	6772423	6781235	RP4-761J14.8_ING4	protein_coding&snRNA	divergent	110	1	CpG: 27
ENSG00000232778_ENSG00000025796	6	108188957	108279393	RPL23AP50_SEC63	processed_pseudogene&protein_coding	INTRONIC	456	1	CpG: 86
ENSG00000110104_ENSG00000255959	11	60609541	60610438	CCDC86_RP11-804A23.2	protein_coding&antisense	5UTR_5UTR	267	1	CpG: 41
ENSG00000264571_ENSG00000196628	18	52889559	53332018	MIR4529_TCF4	miRNA&protein_coding	INTRONIC	79	1	CpG: 30
ENSG00000101966_ENSG00000237025	X	122993571	123047829	XIAP_RP1-315G1.1	protein_coding&processed_pseudogene	INTRONIC	708	1	CpG: 70
ENSG00000110104_ENSG00000183134	11	60617676	60621204	CCDC86_PTGDR2	protein_coding&protein_coding	3UTR_3UTR	143	1	CpG: 123
ENSG00000205861_ENSG00000027001	13	24462814	24463537	C1QTNF9B-AS1_MIPEP	antisense&protein_coding	5UTR_5UTR	124	1	CpG: 53
ENSG00000111325_ENSG00000150967	12	123459059	123459275	OGFOD2_ABCB9	protein_coding&protein_coding	5UTR_5UTR	4	1	CpG: 79
ENSG00000231034_ENSG00000101464	20	33276489	33276782	RP11-346K17.3_PIGU	protein_coding&snRNA	divergent	11580	1	CpG: 51
ENSG00000224976_ENSG00000230057	13	19923274	19982102	PARP4P2_RP11-385E5.7	unprocessed_pseudogene&lincRNA	INTRONIC	492	1	CpG: 16
ENSG00000230489_ENSG00000134215	1	108113779	108537229	VAV3-AS1_VAV3	antisense&protein_coding	INTRONIC	703	1	CpG: 78
ENSG00000099624_ENSG00000099625	19	1241746	1244824	ATP5D_C19orf26	protein_coding&snRNA	divergent	3721	3	CpG: 80;CpG: 139;CpG: 61
ENSG00000134057_ENSG00000265968	5	68462834	68474072	CCNB1_Metazoa_SRP	protein_coding&snRNA	divergent	6712	1	CpG: 44
ENSG00000254710_ENSG00000166250	11	122943032	123098985	CTD-2216M2.1_CLMP	antisense&protein_coding	INTRONIC	6481	2	CpG: 64;CpG: 38
ENSG00000130449_ENSG00000213891	5	60628097	60841997	ZSWIM6_RPL3P6	protein_coding&processed_pseudogene	INTRONIC	1205	1	CpG: 333
ENSG00000261714_ENSG00000169375	15	75661717	75748183	CTD-2562G15.2_SIN3A	processed_pseudogene&protein_coding	INTRONIC	584	1	CpG: 393
ENSG00000101972_ENSG00000226532	X	123094059	123556514	STAG2_RP5-1052M9.1	protein_coding&processed_pseudogene	INTRONIC	85	2	CpG: 71;CpG: 42
ENSG00000231313_ENSG00000157837	12	121352200	121352926	CLIC1P1_SPPL3	protein_coding&snRNA	divergent	10027	1	CpG: 107
ENSG00000089101_ENSG00000243810	20	20033155	20341346	C20orf26_RP5-1096J16.1	protein_coding&antisense	INTRONIC	9404	1	CpG: 63
ENSG00000110108_ENSG00000256944	11	60681343	60681740	TMEM109_RP11-881M11.1	protein_coding&antisense	5UTR_5UTR	94	1	CpG: 79
ENSG00000035720_ENSG00000145241	4	68424443	68473055	STAP1_CENPC1	protein_coding&snRNA	divergent	13120	1	CpG: 47
ENSG00000202379_ENSG00000163507	3	108268830	108308491	SNORA70_KIAA1524	snoRNA&protein_coding	INTRONIC	135	1	CpG: 38
ENSG00000137812_ENSG00000265814	15	40886215	40956540	CASC5_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	263	1	CpG: 50
ENSG00000115946_ENSG00000243667	2	68384973	68403370	PNO1_WDR92	protein_coding&snRNA	divergent	282	1	CpG: 70
ENSG00000205238_ENSG00000228049	7	102178363	102312182	SPDYE2_POLR2J2	protein_coding&protein_coding	INTRONIC	11078	6	CpG: 20;CpG: 44;CpG: 70;CpG: 29;CpG: 66;CpG: 43
ENSG00000064655_ENSG00000215450	20	45523260	45817492	EYA2_RP5-890O15.3	protein_coding&processed_pseudogene	INTRONIC	864	1	CpG: 81
ENSG00000187079_ENSG00000252329	11	12695966	12966298	TEAD1_SCARNA16	protein_coding&snoRNA	INTRONIC	173	1	CpG: 145
ENSG00000011028_ENSG00000207382	17	60704759	60770958	MRC2_Y_RNA	protein_coding&misc_RNA	INTRONIC	106	4	CpG: 109;CpG: 87;CpG: 25;CpG: 56
ENSG00000124193_ENSG00000206998	20	42086565	42092245	SRSF6_Y_RNA	protein_coding&snRNA	divergent	6666	1	CpG: 175
ENSG00000263542_ENSG00000162595	1	68523857	68523945	AL157407.1_DIRAS3	protein_coding&snRNA	divergent	6544	1	CpG: 22
ENSG00000095209_ENSG00000228366	9	108456822	108538893	TMEM38B_RP11-18B3.3	protein_coding&processed_pseudogene	INTRONIC	493	1	CpG: 89
ENSG00000168439_ENSG00000133315	11	63952741	63972015	STIP1_MACROD1	protein_coding&snRNA	divergent	19209	2	CpG: 121;CpG: 131
ENSG00000013725_ENSG00000207153	11	60739112	60787849	CD6_U6	protein_coding&snRNA	INTRONIC	108	1	CpG: 100
ENSG00000100614_ENSG00000254718	14	60706836	60765805	PPM1A_CTD-2184C24.2	protein_coding&antisense	INTRONIC	3015	1	CpG: 132
ENSG00000248049_ENSG00000033178	4	68567110	68946670	RP11-453E17.1_UBA6	protein_coding&snRNA	divergent	214	1	CpG: 45
ENSG00000258427_ENSG00000179008	14	60864429	60864996	CTD-2568P8.3_C14orf39	processed_pseudogene&protein_coding	SINGLE_EXON_EXON	82	1	CpG: 23
ENSG00000153044_ENSG00000238334	5	68485372	68506184	CENPH_snoU13	protein_coding&snRNA	divergent	13619	1	CpG: 34
ENSG00000265533_ENSG00000264040	18	65183780	65566856	RP11-638L3.1_RP11-29O13.1	lincRNA&processed_pseudogene	INTRONIC	332	1	CpG: 90
ENSG00000256152_ENSG00000139722	12	123349879	123352154	RP11-463O12.3_VPS37B	lincRNA&protein_coding	EXON_3UTR	177	1	CpG: 25
ENSG00000260751_ENSG00000103356	16	23579991	23580912	CTD-2196E14.6_EARS2	protein_coding&snRNA	divergent	10940	1	CpG: 101
ENSG00000225174_ENSG00000081087	6	108362610	108487058	OSTM1-AS1_OSTM1	lincRNA&protein_coding	INTRONIC	35879	6	CpG: 23;CpG: 75;CpG: 318;CpG: 233;CpG: 90;CpG: 38
ENSG00000215006_ENSG00000183323	5	68629753	68630076	CHCHD2P2_CCDC125	protein_coding&snRNA	divergent	1118	1	CpG: 35
ENSG00000062038_ENSG00000252640	16	68678736	68756519	CDH3_snoU109	protein_coding&snRNA	divergent	13866	2	CpG: 112;CpG: 43
ENSG00000165458_ENSG00000165462	11	71949304	71951242	INPPL1_PHOX2A	protein_coding&protein_coding	3UTR_3UTR	30	1	CpG: 68
ENSG00000111325_ENSG00000150967	12	123463442	123466196	OGFOD2_ABCB9	protein_coding&protein_coding	3UTR_EXON	962	1	CpG: 133
ENSG00000132740_ENSG00000197345	11	68671307	68708067	IGHMBP2_MRPL21	protein_coding&snRNA	divergent	5	1	CpG: 85
ENSG00000262810_ENSG00000070366	17	1963130	2207065	RP11-667K14.5_SMG6	antisense&protein_coding	INTRONIC	11881	1	CpG: 81
ENSG00000182196_ENSG00000150967	12	123463442	123466196	ARL6IP4_ABCB9	protein_coding&protein_coding	5UTR_5UTR	111	1	CpG: 133
ENSG00000169621_ENSG00000204923	2	68694690	68858004	APLF_FBXO48	protein_coding&snRNA	divergent	301	1	CpG: 98
ENSG00000178105_ENSG00000240698	11	108535749	108811657	DDX10_RPS2P39	protein_coding&processed_pseudogene	INTRONIC	669	1	CpG: 57
ENSG00000134780_ENSG00000124915	11	61511001	61514595	DAGLA_RP11-467L20.10	protein_coding&lincRNA	3UTR_EXON	78	1	CpG: 45
ENSG00000238549_ENSG00000244005	20	34304390	34304492	snoU13_NFS1	protein_coding&snRNA	divergent	17110	1	CpG: 92
ENSG00000182196_ENSG00000150967	12	123463442	123466426	ARL6IP4_ABCB9	protein_coding&protein_coding	EXON_5UTR	80	1	CpG: 133
ENSG00000207002_ENSG00000065534	3	123328893	123603178	SNORA5_MYLK	snoRNA&protein_coding	INTRONIC	132	1	CpG: 68
ENSG00000188766_ENSG00000179168	19	38879058	38886881	SPRED3_GGN	protein_coding&snRNA	divergent	337	1	CpG: 181
ENSG00000201884_ENSG00000107669	10	123499936	123688316	Y_RNA_ATE1	misc_RNA&protein_coding	INTRONIC	102	1	CpG: 128
ENSG00000178105_ENSG00000255379	11	108535749	108811657	DDX10_CYCSP29	protein_coding&processed_pseudogene	INTRONIC	319	1	CpG: 57
ENSG00000265603_ENSG00000090975	12	123468024	123634562	Metazoa_SRP_PITPNM2	misc_RNA&protein_coding	INTRONIC	251	2	CpG: 20;CpG: 54
ENSG00000156206_ENSG00000259461	15	81299371	81441516	C15orf26_ANP32BP3	protein_coding&processed_pseudogene	INTRONIC	707	2	CpG: 41;CpG: 21
ENSG00000184302_ENSG00000179008	14	60863184	60982261	SIX6_C14orf39	protein_coding&protein_coding	INTRONIC	3901	5	CpG: 23;CpG: 132;CpG: 77;CpG: 178;CpG: 32
ENSG00000231240_ENSG00000180178	2	130794501	130794786	AC018865.9_AC018865.8	processed_pseudogene&transcribed_unprocessed_pseudogene	5UTR_5UTR	254	1	CpG: 34
ENSG00000198873_ENSG00000236426	10	120967098	121215131	GRK5_RP11-79M19.2	protein_coding&antisense	INTRONIC	1400	1	CpG: 139
ENSG00000242593_ENSG00000243574	7	123672256	124035172	RP5-921G16.1_RP11-264K23.1	antisense&lincRNA	INTRONIC	12867	1	CpG: 159
ENSG00000187766_ENSG00000175894	21	45917772	46131495	KRTAP10-8_TSPEAR	protein_coding&protein_coding	INTRONIC	877	3	CpG: 17;CpG: 19;CpG: 30
ENSG00000256508_ENSG00000261625	11	68779748	68785915	RP11-554A11.6_RP11-554A11.4	protein_coding&snRNA	divergent	10233	3	CpG: 24;CpG: 37;CpG: 24
ENSG00000235776_ENSG00000185838	22	19770744	19842462	AC000089.3_GNB1L	processed_pseudogene&protein_coding	INTRONIC	799	2	CpG: 26;CpG: 122
ENSG00000213903_ENSG00000136305	14	24779359	24780764	LTB4R_CIDEB	protein_coding&protein_coding	5UTR_5UTR	1	1	CpG: 99
ENSG00000212525_ENSG00000112335	6	108532423	108582464	RNA5SP212_SNX3	rRNA&protein_coding	INTRONIC	108	1	CpG: 88
ENSG00000200652_ENSG00000169180	16	28109297	28223241	SNORA25_XPO6	snoRNA&protein_coding	INTRONIC	127	1	CpG: 72
ENSG00000242593_ENSG00000234224	7	123670970	123673523	RP5-921G16.1_TMEM229A	antisense&protein_coding	SINGLE_EXON_EXON	76	1	CpG: 159
ENSG00000237382_ENSG00000177302	17	18174739	18218321	RPL21P121_TOP3A	processed_pseudogene&protein_coding	INTRONIC	775	1	CpG: 117
ENSG00000083544_ENSG00000212054	13	60970588	61148012	TDRD3_AL354764.1	protein_coding&miRNA	INTRONIC	83	1	CpG: 128
ENSG00000187079_ENSG00000203258	11	12695966	12966298	TEAD1_RP11-47J17.2	protein_coding&antisense	INTRONIC	1741	1	CpG: 145
ENSG00000144746_ENSG00000144744	3	69134092	69155217	ARL6IP5_UBA3	protein_coding&snRNA	divergent	4534	1	CpG: 35
ENSG00000054654_ENSG00000221537	14	64319680	64693165	SYNE2_MIR548H1	protein_coding&miRNA	INTRONIC	103	1	CpG: 105
ENSG00000120594_ENSG00000238246	10	20105165	20569286	PLXDC2_RP11-575A19.2	protein_coding&antisense	INTRONIC	20981	2	CpG: 23;CpG: 142
ENSG00000158321_ENSG00000234215	7	69063902	70258054	AUTS2_RP5-942I16.1	protein_coding&snRNA	divergent	1469	1	CpG: 191
ENSG00000226864_ENSG00000107669	10	123687824	123688316	RP11-500G22.2_ATE1	antisense&protein_coding	5UTR_5UTR	289	1	CpG: 128
ENSG00000154710_ENSG00000238841	7	66205717	66276423	RABGEF1_snoU13	protein_coding&snoRNA	INTRONIC	112	1	CpG: 140
ENSG00000254483_ENSG00000159712	9	100000924	100008466	RP11-23J9.6_ANKRD18CP	protein_coding&snRNA	divergent	17387	2	CpG: 144;CpG: 35
ENSG00000253733_ENSG00000061337	8	20103673	20161474	LZTS1-AS1_LZTS1	lincRNA&protein_coding	INTRONIC	14687	2	CpG: 20;CpG: 88
ENSG00000130921_ENSG00000235423	12	123717460	123746030	C12orf65_RP11-282O18.3	protein_coding&3prime_overlapping_ncrna	INTRONIC	13774	1	CpG: 94
ENSG00000132549_ENSG00000253539	8	100025491	100889808	VPS13B_RP11-402L5.1	protein_coding&antisense	INTRONIC	2574	1	CpG: 63
ENSG00000256972_ENSG00000182985	11	115039953	115375675	AP000462.3_CADM1	lincRNA&protein_coding	INTRONIC	6687	1	CpG: 176
ENSG00000244513_ENSG00000163378	3	69063269	69097812	CTD-2013N24.2_EOGT	protein_coding&snRNA	divergent	158	1	CpG: 105
ENSG00000119771_ENSG00000235497	2	23608085	23931476	KLHL29_AC012506.4	protein_coding&snRNA	divergent	3916	1	CpG: 183
ENSG00000099338_ENSG00000167645	19	38826412	38861589	CATSPERG_YIF1B	protein_coding&snRNA	divergent	18500	2	CpG: 22;CpG: 68
ENSG00000267390_ENSG00000119537	18	61034241	61035092	RP11-635N19.1_KDSR	antisense&protein_coding	5UTR_5UTR	184	1	CpG: 107
ENSG00000264434_ENSG00000198795	18	22641887	22932154	CTD-2006O16.2_ZNF521	antisense&protein_coding	INTRONIC	832	1	CpG: 66
ENSG00000237024_ENSG00000228414	2	61052264	61108449	AC010733.7_AC010733.4	processed_pseudogene&processed_transcript	INTRONIC	485	1	CpG: 80
ENSG00000229097_ENSG00000079332	10	71909957	71930279	CALM2P2_SAR1A	processed_pseudogene&protein_coding	INTRONIC	441	1	CpG: 60
ENSG00000160145_ENSG00000240622	3	123798867	124440036	KALRN_RP11-521J5.1	protein_coding&processed_pseudogene	INTRONIC	1105	2	CpG: 16;CpG: 51
ENSG00000225037_ENSG00000173674	X	20142633	20159962	EIF1AX-AS1_EIF1AX	antisense&protein_coding	INTRONIC	478	1	CpG: 82
ENSG00000260107_ENSG00000167962	16	2048148	2048586	AC005606.15_ZNF598	lincRNA&protein_coding	3UTR_EXON	144	1	CpG: 38
ENSG00000264604_ENSG00000231706	X	68724545	68724666	AL158069.1_RP11-446J19.1	protein_coding&snRNA	divergent	19051	1	CpG: 186
ENSG00000165646_ENSG00000225936	10	119001169	119001325	SLC18A2_RP11-501J20.5	protein_coding&antisense	EXON_EXON	106	1	CpG: 123
ENSG00000178764_ENSG00000221542	8	123793630	123986750	ZHX2_AC016405.2	protein_coding&miRNA	INTRONIC	90	1	CpG: 195
ENSG00000240972_ENSG00000218537	22	24236610	24237719	MIF_AP000350.4	protein_coding&protein_coding	3UTR_3UTR	188	1	CpG: 129
ENSG00000239073_ENSG00000257252	12	93710908	93771512	snoU13_RP11-486A14.2	snoRNA&antisense	INTRONIC	102	1	CpG: 91
ENSG00000056998_ENSG00000235483	X	2746826	2800859	GYG2_GYG2-AS1	protein_coding&antisense	INTRONIC	1022	1	CpG: 119
ENSG00000130054_ENSG00000231706	X	68725081	68752351	FAM155B_RP11-446J19.1	protein_coding&snRNA	divergent	19587	1	CpG: 186
ENSG00000201339_ENSG00000184500	3	93591878	93692910	Y_RNA_PROS1	misc_RNA&protein_coding	INTRONIC	96	1	CpG: 39
ENSG00000267473_ENSG00000179168	19	38888818	38890521	AC005789.11_GGN	protein_coding&snRNA	divergent	10097	4	CpG: 27;CpG: 56;CpG: 181;CpG: 26
ENSG00000214435_ENSG00000235266	10	104629270	104661656	AS3MT_RP11-753C18.8	protein_coding&processed_pseudogene	INTRONIC	316	1	CpG: 42
ENSG00000169379_ENSG00000178700	3	93698980	93782233	ARL13B_DHFRL1	protein_coding&protein_coding	INTRONIC	7834	2	CpG: 62;CpG: 36
ENSG00000239121_ENSG00000125107	16	58553852	58663790	snoU13_CNOT1	snoRNA&protein_coding	INTRONIC	91	1	CpG: 85
ENSG00000169379_ENSG00000178750	3	93698980	93774512	ARL13B_STX19	protein_coding&protein_coding	INTRONIC	14243	1	CpG: 62
ENSG00000111058_ENSG00000111052	12	81331417	81331704	ACSS3_LIN7A	protein_coding&protein_coding	5UTR_5UTR	105	1	CpG: 92
ENSG00000115286_ENSG00000248015	19	1392166	1395580	NDUFS7_AC005329.7	protein_coding&antisense	EXON_3UTR	366	2	CpG: 37;CpG: 26
ENSG00000186493_ENSG00000170561	5	2752733	2752969	C5orf38_IRX2	protein_coding&protein_coding	EXON_5UTR	97	1	CpG: 648
ENSG00000139974_ENSG00000126814	14	61447678	61448100	SLC38A6_TRMT5	protein_coding&protein_coding	5UTR_5UTR	198	1	CpG: 45
ENSG00000242527_ENSG00000205213	11	27505394	27505675	RP11-159H22.1_LGR4	protein_coding&snRNA	divergent	11073	1	CpG: 78
ENSG00000173621_ENSG00000173599	11	66624970	66626564	LRFN4_PC	protein_coding&protein_coding	5UTR_EXON	22	1	CpG: 239
ENSG00000203562_ENSG00000108509	17	4890299	4890937	AC004771.1_CAMTA2	pseudogene&protein_coding	5UTR_5UTR	41	1	CpG: 76
ENSG00000124535_ENSG00000251499	6	2765578	2766678	WRNIP1_RP11-420G6.3	protein_coding&processed_transcript	5UTR_5UTR	180	1	CpG: 163
ENSG00000251497_ENSG00000090975	12	123468024	123634562	RP11-197N18.7_PITPNM2	lincRNA&protein_coding	INTRONIC	3362	2	CpG: 20;CpG: 54
ENSG00000241499_ENSG00000011114	14	93703893	93799438	RP11-85G20.2_BTBD7	processed_pseudogene&protein_coding	INTRONIC	315	1	CpG: 117
ENSG00000092098_ENSG00000100911	14	24615946	24616430	RNF31_PSME2	protein_coding&protein_coding	5UTR_EXON	9	1	CpG: 54
ENSG00000237819_ENSG00000105810	7	92465789	92465908	AC002454.1_CDK6	antisense&protein_coding	5UTR_5UTR	76	1	CpG: 306
ENSG00000188199_ENSG00000224886	10	81462980	81474437	FAM22B_RP11-119F19.4	protein_coding&snRNA	divergent	18242	1	CpG: 32
ENSG00000178694_ENSG00000178700	3	93781710	93782067	NSUN3_DHFRL1	protein_coding&protein_coding	5UTR_5UTR	142	1	CpG: 36
ENSG00000186868_ENSG00000264589	17	43971939	43972879	MAPT_MAPT-AS1	protein_coding&antisense	5UTR_5UTR	76	1	CpG: 302
ENSG00000081026_ENSG00000238256	1	113933368	114228545	MAGI3_MTND5P20	protein_coding&processed_pseudogene	INTRONIC	144	1	CpG: 137
ENSG00000213648_ENSG00000183336	16	29467124	29476300	SULT1A4_BOLA2	protein_coding&snRNA	divergent	840	1	CpG: 159
ENSG00000099822_ENSG00000267036	19	589890	591603	HCN2_AC005559.3	protein_coding&processed_pseudogene	SINGLE_EXON_EXON	302	1	CpG: 204
ENSG00000163239_ENSG00000169291	1	154474692	154520623	TDRD10_SHE	protein_coding&snRNA	divergent	104	1	CpG: 192
ENSG00000117505_ENSG00000223745	1	93811278	93812422	DR1_RP4-717I23.3	protein_coding&processed_transcript	5UTR_5UTR	139	1	CpG: 64
ENSG00000256806_ENSG00000108590	17	6555056	6556617	AC004706.1_MED31	protein_coding&snRNA	divergent	103	1	CpG: 76
ENSG00000213569_ENSG00000198088	X	106366654	106449670	RP13-383K5.4_NUP62CL	processed_pseudogene&protein_coding	INTRONIC	601	1	CpG: 58
ENSG00000178694_ENSG00000242457	3	93781757	93847389	NSUN3_RBBP4P2	protein_coding&processed_pseudogene	INTRONIC	1265	1	CpG: 36
ENSG00000178694_ENSG00000253062	3	93781757	93847389	NSUN3_U7	protein_coding&snRNA	INTRONIC	61	1	CpG: 36
ENSG00000214761_ENSG00000119487	9	128199669	128469513	HNRNPA1P15_MAPKAP1	processed_pseudogene&protein_coding	INTRONIC	961	1	CpG: 44
ENSG00000257060_ENSG00000258787	15	93855783	94112712	RP11-266O8.1_RP11-164C12.1	lincRNA&processed_pseudogene	INTRONIC	560	1	CpG: 27
ENSG00000214671_ENSG00000154447	4	170015404	170192256	RPL6P12_SH3RF1	processed_pseudogene&protein_coding	INTRONIC	847	1	CpG: 153
ENSG00000229851_ENSG00000006756	X	2822008	2825673	ARSD-AS1_ARSD	antisense&protein_coding	3UTR_3UTR	515	1	CpG: 19
ENSG00000256273_ENSG00000111554	12	68738441	68743739	RP11-71J4.2_MDM1	protein_coding&snRNA	divergent	12281	1	CpG: 54
ENSG00000231357_ENSG00000146535	7	2767743	2883958	AC006028.11_GNA12	processed_pseudogene&protein_coding	INTRONIC	403	3	CpG: 16;CpG: 94;CpG: 20
ENSG00000267577_ENSG00000167646	19	55672411	55672582	CTD-2587H24.5_DNAAF3	antisense&protein_coding	EXON_EXON	124	1	CpG: 93
ENSG00000133958_ENSG00000252720	14	93799562	94174222	UNC79_U6	protein_coding&snRNA	INTRONIC	112	3	CpG: 56;CpG: 117;CpG: 62
ENSG00000165458_ENSG00000165462	11	71950062	71950963	INPPL1_PHOX2A	protein_coding&protein_coding	EXON_EXON	30	1	CpG: 68
ENSG00000198393_ENSG00000256563	12	133563026	133589154	ZNF26_NANOGNBP2	protein_coding&snRNA	divergent	13644	1	CpG: 72
ENSG00000252993_ENSG00000107864	10	93808396	94050844	SNORA25_CPEB3	snoRNA&protein_coding	INTRONIC	125	2	CpG: 80;CpG: 99
ENSG00000257060_ENSG00000258909	15	93855783	94112712	RP11-266O8.1_RP11-164C12.2	lincRNA&lincRNA	INTRONIC	5728	1	CpG: 27
ENSG00000265900_ENSG00000133243	19	1985444	2034880	Metazoa_SRP_BTBD2	misc_RNA&protein_coding	INTRONIC	253	4	CpG: 20;CpG: 42;CpG: 28;CpG: 27
ENSG00000099901_ENSG00000099899	22	20103458	20104135	RANBP1_TRMT2A	protein_coding&protein_coding	5UTR_EXON	398	1	CpG: 21
ENSG00000183098_ENSG00000236520	13	93879092	95055812	GPC6_GPC6-AS1	protein_coding&antisense	INTRONIC	33800	1	CpG: 133
ENSG00000214549_ENSG00000107864	10	93808396	94050844	RP11-360G10.2_CPEB3	processed_pseudogene&protein_coding	INTRONIC	502	2	CpG: 80;CpG: 99
ENSG00000115896_ENSG00000237035	2	198669423	199437305	PLCL1_AC109589.1	protein_coding&lincRNA	INTRONIC	3721	1	CpG: 111
ENSG00000183098_ENSG00000252365	13	93879092	95055812	GPC6_SNORD22	protein_coding&snoRNA	INTRONIC	115	1	CpG: 133
